"","L1B.r1","L1B.r2","L1B_benomyl.r1","L1B_benomyl.r2","L4C.r1","L4C.r2","L4C_benomyl.r1","L4C_benomyl.r2","U10D.r1","U10D.r2","U10D_benomyl.r1","U10D_benomyl.r2","U3B.r1","U3B.r2","U3B_benomyl.r1","U3B_benomyl.r2","U3E.r1","U3E.r2","U3E_benomyl.r1","U3E_benomyl.r2","U5C.r1","U5C.r2","U5C_benomyl.r1","U5C_benomyl.r2"
"CLUG_03139T0",2105,2868,883,980,3726,2345,990,576,2065,3324,1569,1652,2219,889,172,224,3099,2791,1489,1582,987,903,85,25
"CLUG_03140T0",6190,4775,462,735,8833,9106,1038,696,6356,7410,1075,764,9640,6984,400,345,7808,6444,2105,2898,8584,7234,1881,1637
"CLUG_03141T0",1507,1130,29274,34285,2645,3177,45699,31224,1666,2207,31350,36674,2213,2017,44945,42399,2430,2122,15055,20038,2705,2518,35309,33012
"CLUG_03142T0",426,372,61,94,1403,1233,289,315,532,815,136,198,1655,1341,114,136,1666,972,159,236,1454,1463,99,129
"CLUG_03143T0",156,141,33,41,619,560,63,141,274,407,72,131,744,584,59,82,740,383,73,70,632,692,50,76
"CLUG_03144T0",197,152,38,70,732,637,99,233,244,418,122,170,819,691,101,130,634,445,56,128,851,670,57,72
"CLUG_03145T0",331,303,76,87,818,1054,165,235,635,691,114,184,537,264,78,121,392,283,53,128,325,283,23,55
"CLUG_03146T0",1127,949,1425,1837,1167,1102,622,431,951,1259,965,935,1137,1231,1911,2167,1154,1419,506,461,1556,1639,352,385
"CLUG_03147T0",3228,2760,206,262,7786,6413,281,277,4209,6249,316,291,2858,2709,129,172,3176,3062,310,376,3596,3509,95,90
"CLUG_03148T0",953,807,125,211,2488,1985,223,236,853,1472,195,212,1312,946,83,135,1296,1197,152,227,1102,964,63,40
"CLUG_03149T0",770,464,232,335,1216,1614,439,496,804,1159,529,789,1211,1030,222,170,1385,1222,711,1222,1614,1599,2244,1976
"CLUG_03150T0",4536,4706,1318,1641,7297,6523,2150,1968,5666,7086,3306,3634,4281,3075,804,593,5558,4210,3001,3450,5302,4397,2090,2089
"CLUG_03151T0",534,262,94,123,1115,1187,214,261,522,797,153,239,976,994,83,86,1057,889,232,346,1054,959,369,285
"CLUG_03152T0",349,361,64,79,863,761,85,98,364,536,103,89,1349,1508,116,135,939,770,187,331,994,897,135,153
"CLUG_03153T0",872,700,96,106,1969,1756,119,159,945,1415,134,154,1327,1128,87,88,1348,1175,153,245,1115,1104,72,61
"CLUG_03154T0",12.2525798242609,10,5151.44612294709,6353.56320805597,14,25,14969.6281044862,11059.4672836845,12,13.1660814795363,9361.92640253821,11644.9927793736,1,26,16154.7322134873,12958.4202243743,28,34.9634817308565,2333.71518558149,2437.20429768656,20,17,4544.54491244505,5011.27105361003
"CLUG_03155T0",135,113,28,25,272,233,13,38,150,176,18,31,249,187,11,61,212,216,19,41,450,379,25,28
"CLUG_03156T0",1847,1553,544,678,1210,1749,604,711,1227,1012,526,987,1354,656,853,890,1387,1183,2140,2227,3620,2244,3279,2773
"CLUG_03157T0",159,81,166,148,236,357,198,302,155,122,166,247,53,70,396,558,128,128,38,22,215,179,66,97
"CLUG_03158T0",344,276,61,89,622,656,75,88,369,459,74,120,543,384,64,78,460,404,83,73,519,421,95,81
"CLUG_03159T0",511,551,381,469,901,852,657,550,505,764,523,839,2131,2474,616,510,1203,1073,955,1636,1201,1257,737,796
"CLUG_03160T0",1131,1580,609,692,2175,1972,485,739,1266,1744,766,1178,1633,1449,406,531,1690,1406,1260,1795,1681,1479,1275,1215
"CLUG_03161T0",1078,809,737,940,2072,1951,1173,1372,1824,1812,1811,2476,2141,1478,596,564,1824,1384,1368,2191,1839,1642,932,957
"CLUG_03162T0",17733,17130,8399,8561,17686,14863,6014,4521,13116,15394,12273,12042,12578,11041,4593,5875,11878,11313,15341,12306,11860,9617,12116,10192
"CLUG_03163T0",1466,1574,195,231,2374,2286,280,367,1368,1813,254,242,1556,1204,451,360,1561,1370,200,311,1511,1338,284,270
"CLUG_03164T0",508,329,136,196,1091,1051,346,349,460,717,228,347,1275,1001,126,122,1032,773,479,687,1059,987,598,572
"CLUG_03165T0",299,187,14,41,744,623,53,36,340,469,30,16,726,525,15,23,566,440,6,19,589,581,7,6
"CLUG_03166T0",731,464,75,89,1758,1957,113,142,970,1256,137,135,1187,962,27,40,1445,1141,43,62,1276,1330,31,10
"CLUG_03167T0",178,135,71,82,472,521,300,376,250,387,160,207,326,335,285,225,393,323,73,126,321,406,190,189
"CLUG_03168T0",6089,4623,951,1367,10439,13064,1597,2228,8754,10449,2037,2975,14774,18788,452,735,11667,10607,4880,4962,14833,14007,3467,4327
"CLUG_03169T0",120,1,202,223,3,1,33,67,5,2,14,23,4,261,117,213,3,198,240,34,4,3,57,114
"CLUG_03170T0",5457,3106,4257,5526,6557,6346,6926,7019,4413,5683,7032,11506,14185,16558,2477,2456,9715,10055,8694,10672,10830,11535,12177,14824
"CLUG_03171T0",1047,889,3681,4971,1201,1055,8267,6308,752,915,3255,4902,1518,1554,6807,6538,1093,1268,5210,5619,1283,1095,8140,8650
"CLUG_03172T0",2872,3850,315,464,6389,5558,386,1014,3588,5119,468,592,3739,3812,857,1074,4153,3424,573,800,4701,4442,840,1119
"CLUG_03173T0",668,463,53,101,2251,2127,83,81,901,1425,56,55,1594,1293,165,178,1829,1117,20,61,1405,1387,44,35
"CLUG_03174T0",1212,952,139,225,1942,2294,240,261,1259,1578,292,314,1371,1036,336,336,1433,1137,330,415,1495,1390,363,287
"CLUG_03175T0",5272,6822,1654,1936,9480,10872,1534,1816,6649,7593,2506,2291,4807,3157,1100,896,5471,4865,2285,3170,4238,4289,2498,2214
"CLUG_03176T0",2048,2072,1198,1368,3921,3586,2538,2186,2434,3462,1578,2148,2621,1978,2877,2535,2561,2493,1853,2503,2410,2252,2598,2941
"CLUG_03177T0",744,306,479,470,770,796,445,598,634,678,366,451,314,434,801,1126,604,1023,211,258,350,357,338,526
"CLUG_03178T0",539,422,627,782,1078,1009,660,974,444,622,609,911,1060,968,1094,1171,840,758,633,878,957,1113,754,855
"CLUG_03179T0",16225,18465,2619,3567,26717,32266,3848,3727,16147,19726,4432,3652,9387,7968,571,534,8917,10558,7037,9633,6873,8121,7214,8208
"CLUG_03180T0",2856,3010,468,680,6283,6566,721,1196,3381,3777,652,727,3537,3075,173,231,3517,3221,1405,1624,3447,3255,1205,1125
"CLUG_03181T0",497,245,38,55,1199,1042,52,56,450,772,47,39,1120,1294,46,51,1130,866,68,122,1147,975,49,58
"CLUG_03182T0",327,163,35,28,946,779,18,32,323,540,29,30,734,1041,53,61,701,624,37,63,755,601,29,42
"CLUG_03183T0",22,40,28,37,257,75,69,74,109,413,31,31,2,1,180,118,15,82,5,5,3,7,78,53
"CLUG_03184T0",15,26,33,15,183,41,30,43,52,271,15,37,3,0,126,109,2,51,7,3,3,4,72,53
"CLUG_03185T0",1986,1139,208,217,2081,5041,406,457,3138,1864,229,288,1455,1356,630,610,1588,1400,362,361,1796,1658,609,682
"CLUG_03186T0",452,429,73,86,721,884,79,149,542,628,84,109,566,540,275,274,671,492,129,141,676,675,218,283
"CLUG_03187T0",529,553,120,103,1116,1449,68,211,803,1040,115,191,843,689,328,417,965,709,139,139,975,848,328,384
"CLUG_03188T0",2829,2212,484,635,5066,5365,851,843,3511,4109,1189,1149,3986,2865,724,608,3738,3156,1989,2403,3636,3380,1393,1127
"CLUG_03189T0",1040,939,240,367,1264,1320,777,1032,892,1084,319,509,1331,1185,797,750,1064,1171,805,1039,1280,1314,1118,1227
"CLUG_03190T0",344,220,114,165,663,705,243,574,307,493,106,232,694,528,384,488,616,544,368,514,666,524,683,712
"CLUG_03191T0",86,63,98,139,101,149,194,355,80,84,158,214,184,152,275,392,118,119,402,540,125,125,1058,1044
"CLUG_03192T0",1237,380,186,237,3008,2492,294,294,1506,2619,505,473,1574,1442,242,257,1529,1538,590,737,1099,1098,369,385
"CLUG_03193T0",2258,2083,113,160,3485,3064,222,264,2390,3483,386,544,4007,3905,191,188,3984,3487,1162,1842,2539,2447,1128,1132
"CLUG_03194T0",9,5,26,25.56446995533,7.70073290184894,13,37.7677902749679,32,7,8,24,25,12,12,47,55.4744058827879,5,15,16.0190067983225,8.84791452908301,11,13,33,14
"CLUG_03195T0",0,0,11.077562225794,8.05069010746768,2.29926709815106,2,4.52615997370117,11,0,1,0,10,2,1,0,28.6281910717412,1,0,12.9809932016775,1.15208547091699,1,1,9,33.727380751828
"CLUG_03196T0",0,0,0,5.76926499787327,6.31704154973642,0,11.8622085192998,16.5257776760472,2.0260933823337e-08,0,0,12.024808440579,0,0,0,5.94628049164148,6.47815594221959,0,0,5.93896940344808,0,0,0,0
"CLUG_03197T0",100,48,827,986,201,333,2862,2318,647,285,1566,1581,391,274,1426,1708,332,454,291,292,6318,6933,4080,3643
"CLUG_03198T0",163.003556993955,57,9340.99214418106,12030.4641877943,227.006446209065,425.030652203409,13201.1257717638,11457.8539916799,51,35,4844.72425281746,6289.49164066196,159.009564603207,163.021742816439,6523.32960599704,5146.36669294784,31,50,3875.04089723967,5115.66662589281,39,36,1823.68353847352,1392.60842772633
"CLUG_03199T0",9043.34451140362,4267.16198985293,6533.93249136991,7837.59764826095,15170.475844337,17843.1843110527,8117.36887781818,4419.07595122198,910,888,3329.31391817108,2238,6556.26920600753,4942,1207.06955982936,1351.10026189976,171,240,5750,5389,859,677,74,58
"CLUG_03200T0",45,1,435,642,3,2,2194,2316,0,2,701,1344,1,44,1679,1726,3,39,379,637,0,3,311,537
"CLUG_03201T0",240,160,283,412,381,440,991,1448,941,451,568,882,461,277,785,847,453,616,305,664,393,404,170,303
"CLUG_03202T0",1789,2395,202,254,2746,2765,163,411,2353,2716,343,514,1942,1601,249,351,2772,2293,380,314,2706,2666,89,63
"CLUG_03203T0",10508,9478,134,173,15375,11163,117,100,11516,14391,139,139,9329,13689,44,155,9931,8934,943,718,10754,12513,282,54
"CLUG_03204T0",545,499,21,18,926,743,7,6,571,798,13,6,595,685,24,29,547,494,45,40,683,706,18,17
"CLUG_03205T0",356,227,49,77,1304,1043,42,87,334,669,47,48,1281,1151,40,105,1448,1025,13,40,1351,1014,11,13
"CLUG_03206T0",1,0,84,81,4,0,81,115,0,0,49,131,1,0,229,175,1,1,35,11,2,2,108,89
"CLUG_03207T0",758,918,42,53,1104,951,52,56,800,989,63,50,824,951,29,59,835,816,78,72,1210,1370,26,35
"CLUG_03208T0",278,221,111,100,474,418,92,258,285,369,97,165,366,384,207,316,369,370,165,185,454,463,270,248
"CLUG_03209T0",1690,2038,602,731,2919,2618,615,550,1673,2287,1014,1054,2317,2186,196,320,2114,2273,1878,1890,1752,1792,992,1079
"CLUG_03210T0",283,245,101,151,380,408,270,403,226,280,139,195,331,330,264,275,309,320,193,298,400,381,338,303
"CLUG_03211T0",390,318,67,88,995,853,35,66,404,727,52,40,575,580,40,115,686,720,73,25,638,571,12,28
"CLUG_03212T0",23,16,95,90,8,17,195,259,5,12,86,180,20,14,229,230,17,27,130,159,22,28,370,275
"CLUG_03213T0",4,7,276,223,3,4,333,331,3,3,240,335,1,7,925,784,2,2,5,1,2,4,57,51
"CLUG_03214T0",22,0,107,92,3,1,97,143,0,0,53,121,2,15,177,319,0,17,25,17,0,0,138,148
"CLUG_03215T0",424,296,509,340,529,622,338,472,433,441,438,589,596,340,1097,1166,444,355,17,33,492,508,107,102
"CLUG_03216T0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CLUG_03217T0",741,506,514,716,1203,1406,945,1005,686,1005,733,1239,1117,1124,302,519,1117,1075,632,997,1109,1249,1120,1396
"CLUG_03218T0",0,0,28,26,1,0,0,3,0,0,0,4,0,1,1,53,0,0,2,0,0,0,0,8
"CLUG_03219T0",360,216,1523,1670,583,689,2326,2038,380,329,1335,1754,595,399,2605,2541,438,520,335,377,1223,1198,704,870
"CLUG_03220T0",672,484,248,262,1308,1274.41219480566,233,378,512,817,269,391,1220,1308.5827480191,191,315,1120,1232,627,832,1219,1097,791,829
"CLUG_03221T0",1053,871,640,980,1676,2165,1456,2388,973,1615,1133,2295,2348,2610,597,575,2153,2101,1362,2633,2305,2623,6137,6380
"CLUG_03222T0",318,254,72,90,767,623,77,143,235,408,70,137,614,573,108,158,576,569,107,163,541,392,77,61
"CLUG_03223T0",1487,1198,912,638,2518,2487,816,1092,1441,1702,998,1334,2025,1754,1272,1419,1947,1610,417,499,1846,1576,692,492
"CLUG_03224T0",2389,2441,2890,3244,2418,2451,3177,2369,1875,2079,3109,3705,2898,2691,2642,2212,2507,2473,3748,4388,3111,2656,3871,3707
"CLUG_03225T0",501,419,218,187,514,571,169,328,310,400,166,232,413,471,361,474,359,447,77,84,427,457,213,149
"CLUG_03226T0",820,739,453,374,1235,1052,200,603,754,1080,371,629,1131,1204,588,1191,1131,1314,234,185,1354,1358,402,313
"CLUG_03227T0",219,147,259,249,317,326,316,458,284,268,239,393,410,429,601,683.939861833454,613,881,253,401,1069,1046,445,455
"CLUG_03228T0",3,8,288,339,40,6,679,700,6,59,260,529,104,280,1134,846.060138166546,237,694,211,263,96,244,547,497
"CLUG_03229T0",3,3,262,283,9,9,154,293,7,10,125,175,2,3,336,744,11,8,112,79,51,64,263,281
"CLUG_03230T0",27,4,819,682,3,3,643,1540,1,4,723,1154,4,96,1719,2624,5,47,212,162,4,3,766,843
"CLUG_03231T0",221,164,138,127,419,441,112,141,185,285,70,108,763,940,112,295,460,410,182,299,509,497,118,138
"CLUG_03232T0",21,17,67,103,12,18,108,103,13,18,24,66,23,23,113,186,12,24,83,96,16,20,61,73
"CLUG_03233T0",674,511,373,542,1129,1173,935,1174,608,808,428,664,878,765,493,785,878,718,863,1108,833,884,910,1162
"CLUG_03234T0",81589,83059,820431,857914.754286097,24806,30355,870153,670523,51761,51977,791393,707443,59237,56873,695551,766015,32803,23479,652072,651019,70414,76114,779341,809050
"CLUG_03235T0",6690,4140,3662,4734,8841,10129,3719,3450,8483,8807,6014,7756,9676,7236,2777,2546,8436,6918,8838,7881,11154,8942,3686,3728
"CLUG_03236T0",125,17,164,223,21,17,42,37,11,15,34,28,18,51,37,124,9,90,135,31,17,17,27,77
"CLUG_03237T0",1068,1007,784,991,1488,1732,1367,1136,1028,1194,1079,1325,840,622,492,457,976,892,954,1533,910,880,1145,1558
"CLUG_03238T0",156,28,73900,88564,43,77,99304,76489,78,109,89642,85318,1126,850,61076,61880,252,225,92934,116793,26,58,115888,127749
"CLUG_03239T0",1,0,2100,2714,0,1,25,26,0,0,17,20,1,5,16,1574,2,1,1587,13,0,0,27,287
"CLUG_03240T0",1816,14,1967,2606,30,30,30,42,18,13,26,38,9,1062,41,1407,16,1488,1948,11,14,28,20,277
"CLUG_03241T0",37068,31848,23753,29210,53780,51662,29528,30557,34081,41506,38508,56570,40813,35524,20951,20392,39642,38087,39469,43805,34905,32167,35276,38481
"CLUG_03242T0",19,47,54,51,103,27,9,20,14,63,13,24,55,205,68,214,81,140,27,31,20,45,21,29
"CLUG_03243T0",13,2,609,545,2,8,1191,809,7,3,488,524,0,4,2404,2322,2,5,250,204,0,2,843,922
"CLUG_03244T0",1044,811,1788,1630,2288,2139,2442,2684,1094,1566,1515,1927,1669,1598,7512,7423,1791,1633,848,934,1984,1897,1024,1336
"CLUG_03245T0",183,117,86,93,332,451,62,70,184,254,54,78,260,259,213,254,252,297,43,47,368,369,48,59
"CLUG_03246T0",2809,3779,4243,4216,5724,6545,7184,7552,3555,4478,4902,6946,6392,6102,9514,8778,5730,5510,8118,9078,6778,7478,7129,9607
"CLUG_03247T0",824,502,509.874105062575,535.184358343269,2060,2841.39360087123,998.666707972112,823,830.242136892381,870,540,618,452,297,91,121,684.627905224492,855.376637155105,70,135,461.617228082935,432,78,89
"CLUG_03248T0",543.534000021634,289.269570029756,427.092359810261,438.013364224401,1307.67185399363,1737.6215614728,481.358905377912,644,436.83721023742,522.790198716291,392.878637129648,424.823138186953,276,205.472793154302,86,109.575386067901,405.839621997549,606,68,72,243,235.204677693224,33,66
"CLUG_03249T0",570,631,94,136,2190,1828,67,144,651,1034,124,152,920,927,141,215,1026,913,20,53,981,827,30,16
"CLUG_03250T0",1739.46599997837,1380.73042997024,1343.03353512716,1586.80227743233,4021.32814600637,5183.98483765598,2169.97438664998,2465,2129.9206528702,2261.20980128371,1846.12136287035,1900.17686181305,1240,849.527206845698,324,302.424613932099,1685.53247277796,1679.62336284489,288,549,1214.38277191707,1240.79532230678,183,202
"CLUG_03251T0",11,63,56,56,87,10,100,108,4,46,80,82,20,146,291,372,68,123,86,149,8,24,84,78
"CLUG_03252T0",5710,3822,605,529,10870,10564,1208,804,5866,8025,860,701,9433,9745,1952,1913,9361,7510,2756,2818,8830,8300,1270,1033
"CLUG_03253T0",495,396,498,516,775,754,593,703,468,576,561,813,1006,712,812,914,718,605,630,1018,857,777,1142,1161
"CLUG_03254T0",375,338,2001,2353,865,750,5094,3880,424,632,2294,2811,975,841,3965,3209,718,599,1076,1355,856,844,2003,2002
"CLUG_03255T0",1963,1345,4589,5546,1971,2336,7841,7244,2083,1782,5996,6440,3317,2338,5384,4908,1986,1443,3392,5635,2781,2974,5214,5364
"CLUG_03256T0",1059,647,238,296,1665,1862,361,261,983,1095,333,366,993,647,179,365,970,880,446,409,807,713,149,154
"CLUG_03257T0",1664,1552,310,411,3577,3720,421,517,1872,2602,414,526,3430,3160,184,419,3010,2547,734,1018,3431,3080,356,428
"CLUG_03258T0",3714,3880,276,441,5926,6042,461,588,4425,5442,706,790,5730,5029,353,424,5957,4936,1635,2624,6537,6132,1623,1523
"CLUG_03259T0",416,257,78,92,486,554,108,146,262,317,92,132,362,383,125,125,338,362,303,256,452,432,386,371
"CLUG_03260T0",234,118,14,25,400,367,29,33,173,241,27,23,248,218,4,18,335,259,26,38,408,332,11,8
"CLUG_03261T0",882,633,126,152,1109,1150,191,166,682,847,226,168,1569,1629,76,59,1227,1067,482,759,1785,1588,1345,1374
"CLUG_03262T0",912,606,61,78,1478,1394,95,106,759,904,60,76,1183,1086,31,61,1018,966,112,136,1202,990,50,40
"CLUG_03263T0",1939,1837,102,148,3754,3979,169,171,2063,2469,181,145,1977,1548,23,82,2203,1944,280,353,2530,2144,86,77
"CLUG_03264T0",1105,822,326,515,1530,2026,1016,1264,948,1392,583,1279,1633,1633,156,157,1592,1458,792,1451,2096,2035,3713,3659
"CLUG_03265T0",318,166,82,142,926,799,239,374,493,659,174,346,813,663,112,142,709,654,189,341,622,624,83,67
"CLUG_03266T0",842,672,72,92,1893,1783,121,143,943,1340,165,171,1495,1226,42,51,1695,1363,138,298,1777,1604,116,155
"CLUG_03267T0",1134,1868,2091,2838,1736,1438,5987,4643,1018,1353,2440,3575,1862,1734,2985,2280,1618,1662,8043,9453,1741,1433,11226,10117
"CLUG_03268T0",1010,869,262,312,2308,2376,413,927,1158,1600,429,730,1942,1635,1228,1183,2129,1450,1078,1707,2170,1955,1414,1127
"CLUG_03269T0",6,12,34,48,6,6,63,126,4,8,46,84,16,10,259,215,13,9,56,105,21,8,176,166
"CLUG_03270T0",692,846,228,343,2131,1680,697,803,823,1416,327,493,737,839,1765,1328,1054,1425,313,487,1423,2060,595,690
"CLUG_03271T0",2641,2464,904,1100,3839,4158,982,1321,2725,3457,1516,2072,3526,3124,2001,1845,3450,3233,2243,2683,3464,3256,2559,2666
"CLUG_03272T0",200,178,10,28,317,372,11,17,231,231,29,18,235,203,8,18,232,222,7,14,237,241,11,2
"CLUG_03273T0",1,10,7,0,23,29,0,1,14,26,1,2,21,21,5,1,14,16,2,2,17,32,1,1
"CLUG_03274T0",4334,3515,274,340,8188,13692,175,481,11823,10027,658,700,3680,3368,102,93,7766,5964,458,663,5497,8966,81,79
"CLUG_03275T0",247,159,47,77,427,406,73,138,203,299,104,131,384,381,41,43,317,345,179,226,336,405,59,94
"CLUG_03276T0",184.946867227672,87.872806584671,113.503141401862,145.598968282437,211.907475825933,179.383260142684,63.086404863824,55.9845851743075,77.9326319813949,119.905569693987,76.0687051586068,118.904298838196,209.932511864124,434.269108873559,59.0173195047386,111.480885988137,126.825005698614,415.292912650208,70.3190562478548,57.9158438108408,175.336890883854,252.913488376439,17.1592637478109,25.5243239657492
"CLUG_03277T0",303.053132772328,211.127193415329,203.496858598138,150.401031717563,438.092524174067,368.616739857316,199.913595136176,152.015414825692,267.067368018605,352.094430306013,183.931294841393,181.095701161804,409.067488135876,455.730891126441,156.982680495261,200.519114011863,437.174994301386,551.707087349792,151.680943752145,126.084156189159,524.663109116146,515.086511623561,51.8407362521891,50.4756760342508
"CLUG_03278T0",2555,1684,929,1083,3938,4141,1008,1145,2560,3224,1033,1260,4165,5481,1340,1472,3415,4679,1754,1588,4001,4605,1047,1169
"CLUG_03279T0",138,134,69,104,143,244,236,232,145,127,45,76,310,202,145,182,156,141,94,131,190,257,110,106
"CLUG_03280T0",1474,916,741,923,1859,1916,1221,1266,982,1200,995,1703,2136,1983,931,950,1520,1485,1693,1531,2107,1805,2521,3149
"CLUG_03281T0",47,0,47,72,4,3,15,40,0,1,21,46,0,45,88,98,0,42,58,6,1,0,14,19
"CLUG_03282T0",1171,913,102,160,1805,2006,106,175,1086,1340,78,118,1154,1343,87,217,1451,1664,153,163,1648,1517,88,92
"CLUG_03283T0",234.301202801282,128,23.2920155886029,50.802442791787,640.766978035168,444.311488078189,52.1686576120134,82.6128590813582,200.999999948054,376.298814919056,72,34.1524024347772,320.269026764201,314.915619050474,70.9370697443995,91,368.226394587336,439.541321894395,61.5652226311862,49,317.909228791976,334.483280038455,31.7034722467764,29.2290411340456
"CLUG_03284T0",22,4,19,18,11,13,33,22,4,9,8,21,8,15,25,49,4,10,5,3,8,13,7,7
"CLUG_03285T0",26.6987971987179,0,10.7079844113971,6.19755720821305,30.2330219648315,19.688511921811,6.83134238798659,1.38714091864183,5.19461174242987e-08,23.7011850809437,0,4.84759756522282,19.7309732357992,3.0843809495263,2.06293025560053,0,20.7736054126636,22.4586781056053,0.43477736881376,0,30.0907712080243,0.51671996154513,5.29652775322361,3.77095886595442
"CLUG_03286T0",436.469353949332,201.224208579557,34.8405990735687,41.8287346973752,1427.13562997057,961.89178510756,43.3955529695557,32.8248423941264,400.112498421346,911.571583452082,42.8665369603773,19,1001.72240380785,1095.68642459626,40.2099253579768,59.4775744015172,959.168103792452,894.208275062832,22,43.4796838940424,775.475350583774,816.818434541483,14.3184392670532,16.8491819727812
"CLUG_03287T0",13,0,15,20,1,0,20,17,3,0,9,12,3,17,31,49,0,18,8,2,0,2,2,6
"CLUG_03288T0",499.530646050668,288.775791420444,29.1594009264313,43.1712653026248,1550.86437002943,1225.10821489244,70.6044470304443,29.1751576058736,500.887501578654,1049.42841654792,65.1334630396227,32,1093.27759619215,1108.31357540374,76.7900746420232,36.5224255984828,1151.83189620755,927.791724937168,11,28.5203161059576,875.524649416226,971.181565458517,18.6815607329468,14.1508180272188
"CLUG_03289T0",368,194,60,47,933,829,13,42,381,670,51,40,834,1025,54,92,897,998,39,35,727,777,20,22
"CLUG_03290T0",6,0,16,13,0,0,5,24,0,0,17,29,0,19,35,43,0,18,4,1,1,1,5,8
"CLUG_03291T0",2008,2017,1077,1457,3721,3543,1777,1824,2835,3693,1579,1884,3085,2750,1430,1227,3550,3745,1924,2367,3238,3802,826,1162
"CLUG_03292T0",512,316,90,125,841,943,90,109,461,618,62,91,687,609,16,120,622,564,86,119,735,743,185,161
"CLUG_03293T0",3932,2775,5767,7325,5688,6435,8843,9442,7226,5605,10085,11805,7903,6656,5956,5358,6561,6834,7932,11625,6168,7040,5387,6735
"CLUG_03294T0",573,450,193,252,716,712,185,327,554,615,186,229,827,910,285,386,677,950,346,339,932,1085,327,404
"CLUG_03295T0",296,176,69,62,1515,1522,113,105,120,179,41,43,346,329,106,164,60,80,69,90,630,627,95,107
"CLUG_03296T0",6.50336104175422,0.0065371788890796,25,27.8444057303605,0.00108810330752454,3.31006152564543,7.4146605839807,18.7830051702812,0,5.42690733026512e-05,9.7273925132255,15,4,0,43.0189731227738,125.819517857902,4,12,27.1778752088059,16.5466576575524,2,0,27.7750271108528,29.3130719084595
"CLUG_03297T0",7.49663895824578,2.99346282111092,0,13.1555942696395,0.998911896692475,1.68993847435457,2.5853394160193,7.21699482971879,0,3.9999457309267,10.2726074867745,0,0,6,3.98102687722624,14.1804821420981,0,0,2.82212479119414,2.45334234244763,0,2,5.22497288914715,10.6869280915405
"CLUG_03298T0",525,250,129,150,727,672,357,255,432,481,115,146,564,601,223,208,562,594,74,126,656,652,75,111
"CLUG_03299T0",546,431,90,106,1274,1103,74,126,499,667,100,83,962,1043,114,163,838,999,244,233,971,866,93,89
"CLUG_03300T0",169,20,70,104,40,44,18,30,29,37,14,22,55,158,38,170,36,179,82,24,47,57,21,29
"CLUG_03301T0",1065,833,365,416,1410,1482,1168,771,726,877,421,392,1502,1598,1191,949,1081,1252,459,463,1302,1272,648,919
