,DHED1.r1,DHED10.r1,DHED11.r1,DHED12.r1,DHED13.r1,DHED14.r1,DHED15.r1,DHED16.r1,DHED17.r1,DHED18.r1,DHED19.r1,DHED2.r1,DHED20.r1,DHED21.r1,DHED22.r1,DHED23.r1,DHED24.r1,DHED3.r1,DHED4.r1,DHED5.r1,DHED6.r1,DHED7.r1,DHED8.r1,DHED9.r1
CLUG_03341,2040,2159,2813,1889,2260,732,1592,906,3236,1006,2951,1300,1527,2467,1534,2127,1611,2584,1712,3801,961,3795,1224,2761
CLUG_03342,588,330,876,442,655,407,606,313,1300,721,1127,370,1058,1379,429,1075,305,753,527,1253,301,1118,727,1103
CLUG_03343,14703,19255,23754,22551,17019,4310,15853,5812,17940,3896,17378,5870,3304,37250,23611,31384,20453,19571,9080,23658,4398,20359,5942,22593
CLUG_03344,4307,764,6346,486,5688,332,6113,341,3108,373,5062,330,586,5951,187,5231,183,7762,371,6940,209,4137,412,3590
CLUG_03345,2408,1225,3590,1128,3095,904,1794,1024,2920,854,3149,718,1082,3626,312,4160,375,3110,734,3138,1033,3140,618,2713
CLUG_03346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CLUG_03347,582,444,1075,453,743,535,576,575,1054,488,1086,541,640,746,240,941,175,843,646,1830,581,1645,418,981
CLUG_01885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CLUG_01884,174,408,684,242,213,838,146,771,815,1981,1042,493,3313,557,761,683,1028,335,737,388,976,374,1366,669
CLUG_01887,1559,19287,4183,20209,1350,8952,1188,11301,3605,15895,5482,8168,14500,3326,21572,3826,25386,2183,12964,2472,14775,2026,13323,3140
CLUG_01886,793,358,1124,225,1114,420,713,412,1315,1122,1248,421,1394,1112,416,1032,548,1098,422,1738,902,1692,735,1184
CLUG_01333,2929,572,4401,930,2729,285,2000,371,6734,689,5676,352,724,5193,363,5035,349,4722,350,6348,374,5174,548,5714
CLUG_01332,2713,597,3236,685,2362,243,2074,320,3340,311,3188,331,378,3934,869,3373,759,3703,468,4699,351,5132,451,3761
CLUG_05370,3731,7486,9324,8977,5092,2329,3403,3083,12333,4148,15221,3767,2534,12500,10912,12714,16628,5240,6809,6085,4962,5482,4287,8252
CLUG_01883,6974,5961,6870,6902,7321,3546,6175,3988,6818,3835,5155,4702,4861,6622,2552,6972,3026,7777,5526,11563,5407,13162,4094,7155
CLUG_01882,1317,2047,1946,2122,1345,3246,986,3979,1843,9638,1804,2854,10831,1767,4099,1706,4586,1744,4701,2486,7953,2622,10008,1919
CLUG_05649,906,22,1675,36,747,148,476,168,281,387,241,148,329,674,44,862,65,1558,169,1987,243,2172,136,911
CLUG_05648,81,8,52,5,39,49,37,40,16,121,27,19,102,51,25,63,23,111,34,160,38,158,47,59
CLUG_05643,1107,128,1043,177,857,82,565,165,1263,159,1103,111,110,1161,60,1086,58,1420,200,2071,103,2057,237,1399
CLUG_05642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
CLUG_05641,345,76,477,68,408,48,220,75,398,49,394,57,62,385,11,356,20,397,53,726,80,725,67,467
CLUG_05640,3029,2999,6313,3941,3311,1106,1893,1744,6182,1176,7934,2259,1214,5631,8784,6594,10640,4574,4690,5039,2496,5888,3192,5220
CLUG_05647,4865,305,6491,272,5044,474,1673,489,6301,1246,6865,452,1061,6810,133,6424,152,5364,447,7070,1034,8446,701,7621
CLUG_05646,1396,387,1490,332,1754,1736,1011,1822,1619,3172,1278,1190,3210,1453,463,1362,529,1778,1664,2558,3768,2203,2450,1569
CLUG_05645,1753,1471,2442,2125,1821,2059,1318,2266,3235,4164,2910,1910,2691,3128,1349,3265,1739,2048,2206,2562,5513,3061,2658,2520
CLUG_05644,5237,4144,6944,4526,4787,7423,3325,8697,9799,8986,10423,6098,10375,9719,3372,9833,4397,6062,6887,7780,7332,9165,6684,7020
CLUG_04598,100,25,171,6,139,19,34,8,411,0,360,2,0,182,13,291,1,192,14,278,2,552,31,228
CLUG_04599,525,160,777,163,712,44,588,106,839,52,941,61,44,895,53,928,75,633,66,974,119,992,72,708
CLUG_04590,310,129,425,130,379,188,233,163,582,609,476,228,788,480,243,487,325,379,290,578,149,429,318,378
CLUG_04591,566,379,787,495,433,569,397,606,1243,1746,944,623,1715,1095,815,935,973,896,967,1298,854,1231,1210,1096
CLUG_04592,1174,4042,2432,5116,961,1551,1147,1676,3669,3986,3938,1513,3557,3086,4418,2957,4201,1850,2499,2645,3667,1943,4020,2970
CLUG_04593,15396,33221,12469,35959,16542,18030,14535,18144,16995,3413,12776,9802,3763,45657,16117,36510,11731,9254,5412,12554,11625,20786,7151,14997
CLUG_04594,6781,743,5117,963,4658,441,3166,393,7646,939,5512,486,900,14410,529,13344,399,4946,573,5580,421,9294,648,6676
CLUG_04595,1587,7451,2462,9859,1376,4971,965,6240,3147,4061,2650,7014,4145,3021,18769,2582,16314,2382,9943,3072,8808,3634,10480,3338
CLUG_04596,7775,4307,13883,5993,7322,2913,5263,3790,12653,4120,10825,3779,4770,15970,5666,15049,6499,10345,5561,14566,4399,17056,6237,13570
CLUG_04597,9206,1105,14901,1426,11566,284,21787,567,14883,174,16761,508,228,15081,501,13078,412,15258,453,23320,556,13256,503,17659
CLUG_02439,2152,296,1863,255,2595,536,1441,641,1483,1490,1198,383,1460,1923,395,1772,473,2522,464,3477,771,3855,823,1689
CLUG_02438,3365,6479,4797,6472,3951,2433,2382,3053,6061,2744,5413,4084,2307,6023,4259,5192,4358,4390,5739,6935,3706,6751,3225,5856
CLUG_05429,1784,2975,3380,2947,2677,1191,2785,1162,5176,1084,4217,1483,1186,5007,1179,3957,1226,2085,1757,3081,1441,3208,1385,4090
CLUG_05428,8461,9023,12083,12120,7771,10919,5590,10438,15071,13760,16710,10996,14347,17674,23522,18316,28119,10395,14259,10765,19696,12185,14429,12498
CLUG_02431,1376,279,1652,411,1302,365,1171,348,1643,933,1528,383,1028,1808,235,1419,366,1675,558,2331,382,2254,433,1928
CLUG_05426,6625,4611,8864,5362,6876,1267,5410,1705,9386,1437,10528,1820,1421,9976,6927,9724,7087,8410,2908,9857,2070,11084,2892,9193
CLUG_02345,2583,1458,3230,1659,2895,400,2473,656,4384,568,3453,739,638,4112,1255,3535,1169,3586,853,4598,693,4452,702,4196
CLUG_02344,5931,864,9642,1103,5641,1568,6279,1739,15925,2893,11995,1750,3559,9817,2381,10238,2484,8679,2156,21623,1620,14881,2426,10726
CLUG_05423,1093,122,1467,272,1019,79,821,118,2127,98,1478,176,80,2047,107,1686,129,1562,207,2291,245,2086,247,1945
CLUG_05422,2591,1443,3141,1840,2648,289,1734,456,4635,293,3835,666,269,4473,892,3765,881,3413,667,4678,655,4811,640,4389
CLUG_05421,939,441,1348,581,833,242,757,345,2178,1313,1899,277,1606,2241,505,1962,403,1223,442,2002,649,1914,1009,1896
CLUG_05420,4070,4650,2320,5967,2876,2456,2228,2671,5094,5405,3809,2688,4150,3696,7080,4337,5310,3985,3406,3188,5766,4656,6198,3360
CLUG_04778,2946,343,3229,654,2510,585,2004,673,3620,1243,3024,674,996,3964,766,3313,862,4070,942,5919,995,5864,1262,3890
CLUG_04779,7343,4257,7739,4682,4919,2052,3575,2843,9086,3080,13936,3680,4003,12388,9075,16576,10382,9311,6882,8110,2251,13011,5868,8664
CLUG_04774,742,145,699,187,733,44,459,69,1144,62,807,100,32,1110,80,894,123,914,134,1386,120,1272,78,1120
CLUG_04775,2368,483,3202,697,2359,169,1757,268,4291,129,3799,282,124,3786,252,3322,275,3460,299,5352,377,4710,409,4236
CLUG_04776,10420,6166,12943,7142,10142,1833,8176,2711,13832,1004,11598,2476,972,12824,3342,13638,3859,12585,2678,14347,2355,16504,2375,13657
CLUG_04777,908,1393,1358,2399,1070,644,664,946,1795,493,1686,933,387,1941,4874,2120,5785,1213,1403,1238,1279,1799,1018,1562
CLUG_04770,1910,1585,2480,1394,2848,2117,2177,2235,2931,4761,2684,1412,4084,3304,3217,3276,3115,2139,1524,2670,3168,2824,1889,2250
CLUG_04771,19167,10132,10453,13909,14000,7322,17982,9684,12924,12251,9003,7739,11267,9727,15461,11903,14181,23604,9981,25701,11433,22866,10474,13184
CLUG_04772,1584,294,2349,345,1416,84,1243,95,2664,80,2232,116,55,2269,118,2340,76,2285,76,3070,98,2430,76,2773
CLUG_04773,1386,909,2186,872,1486,131,566,180,2746,61,2554,265,93,2192,178,1841,85,1743,130,2672,167,2742,172,2581
CLUG_05613,1244,645,1081,917,1416,559,1319,806,806,1638,615,452,2391,1231,1213,1034,1587,1220,721,1197,603,1561,1042,1001
CLUG_03906,1116,622,1439,685,1250,739,1077,724,1871,2008,1467,607,1764,1596,897,1452,956,1481,889,1925,1805,2061,1328,1518
CLUG_03907,8958,2727,7771,3221,6983,4042,5373,3530,8892,10056,8283,3341,12131,9870,4500,9105,4698,11252,4821,13020,6772,13251,6484,10183
CLUG_03904,5229,5108,6115,5532,5074,614,3154,909,10433,495,7235,1223,529,8410,3677,7437,2684,6990,1092,10379,1210,9302,1188,8984
CLUG_03905,8009,6074,8446,5297,8171,1998,4811,1930,8403,3995,6611,2541,3644,9431,2964,8580,2482,8100,2252,11535,3578,15225,2965,9063
CLUG_03902,5139,2424,7031,2447,5018,523,3196,848,8673,199,6769,1361,359,7042,697,6773,626,7267,1872,10242,864,9394,1022,7783
CLUG_03903,29300,4828,18331,4434,22486,1222,14651,1656,18237,1166,13598,2577,1722,22178,2896,23586,1788,30540,2271,34543,2115,44602,2721,25555
CLUG_03900,253,1560,779,1835,271,667,387,849,1331,1541,1857,832,1471,821,3073,685,2205,440,1546,692,1469,476,1712,842
CLUG_03901,4875,574,6834,522,6603,615,5652,902,8815,668,8890,702,1051,7996,694,7369,458,6207,1032,8505,1165,8901,1619,7850
CLUG_03908,7013,11509,15924,13767,9126,4546,4952,5583,26260,4573,27849,7020,3454,26861,21899,23851,26185,9105,11198,10097,8419,10814,6614,16703
CLUG_03909,10062,4107,10441,4103,9780,1553,9002,1812,8542,2348,6722,1792,3061,10880,2575,11158,2414,11984,1932,13717,1382,14509,1749,10069
CLUG_01858,6848,8231,7348,8891,5177,3254,3905,3904,8163,4657,7754,3093,8155,7400,9997,9286,10200,6895,5077,6314,3709,9114,6819,7455
CLUG_01859,2098,1758,4285,2925,2452,590,1456,880,4889,1680,5287,727,1353,4801,3166,4368,5056,2904,1133,3775,934,3696,1524,4405
CLUG_01852,4277,796,4461,876,4346,539,3826,665,4334,868,3774,511,1253,4955,413,4236,347,5727,516,7633,708,7663,712,4927
CLUG_01853,1715,557,2592,513,1634,259,1266,341,2071,332,2562,282,573,2311,227,2440,233,2078,294,2633,165,2559,350,2315
CLUG_01850,1167,1157,1393,1237,1340,558,982,568,1738,650,1361,799,484,1574,1973,1606,2094,1453,1059,1812,699,2129,668,1748
CLUG_01851,1354,667,2337,566,1327,443,1045,442,1452,628,1708,371,817,2001,413,1993,444,1907,519,2116,371,2472,501,1946
CLUG_01856,21467,11268,39700,9521,20046,5745,8625,6378,65814,8481,84404,8157,10395,67963,11044,65290,13031,26083,9105,22210,8211,27663,7278,46591
CLUG_01857,3459,4639,2620,5236,2217,5259,1368,5189,2356,10242,2371,4567,13490,2943,9205,2972,10651,2816,8071,3434,6056,4588,10160,2691
CLUG_01854,249,113,245,134,195,52,169,70,282,111,349,70,184,332,59,431,66,342,56,287,24,397,74,327
CLUG_01855,616,435,723,525,776,360,489,402,861,945,691,372,822,1007,480,744,350,907,540,1298,867,1395,576,930
CLUG_02711,2890,309,971,475,1945,135,753,165,898,828,311,220,599,975,537,957,908,2693,294,4593,770,7012,676,1699
CLUG_00459,2535,354,3528,406,2324,150,1690,239,3387,147,2922,298,147,3860,107,4344,128,3298,295,3473,240,3664,304,3293
CLUG_00458,1046,154,1724,125,1214,61,645,105,1076,99,1442,95,82,1388,48,1405,42,1242,120,1427,58,1314,88,1095
CLUG_00109,90,549,122,551,108,3259,129,3234,85,8043,99,2345,10413,260,1921,260,2042,103,3581,211,2777,225,4994,109
CLUG_00108,481,339,1438,466,631,1466,374,1587,3130,5514,3654,1064,4130,2060,836,2020,858,703,1416,903,3659,1156,2687,1506
CLUG_00455,36741,10636,86476,15186,26891,2095,30348,3183,64912,3234,100156,5341,2350,40006,1087,49901,1617,76276,4979,100199,5723,58641,4827,68753
CLUG_00454,364,230,596,295,431,92,311,160,615,241,807,145,368,625,54,673,71,467,289,535,135,544,407,557
CLUG_00457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CLUG_00456,2055,640,2950,454,2625,311,1598,392,1929,166,2085,388,173,1663,51,1633,50,2831,341,3364,384,3394,415,2270
CLUG_00451,1596,676,3088,643,1742,293,1524,434,2463,221,2847,391,403,2810,291,2744,239,1975,392,2341,272,2515,358,2591
CLUG_00450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CLUG_00453,9043,1406,8783,1560,8718,837,6132,1081,7809,1797,7632,1055,2084,9825,828,8739,767,11649,1479,15541,1383,16473,1697,9624
CLUG_00452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CLUG_02712,918,1362,1664,1607,1050,564,711,643,1843,1305,1622,743,1177,1785,770,1792,1001,1389,1137,1717,1131,1711,972,1641
CLUG_04452,944,13703,3683,23511,877,16601,831,18523,7795,51120,9181,15819,28265,4965,32472,5428,31774,1526,20257,1903,31835,1999,17178,3706
CLUG_05117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CLUG_00680,4558,830,5019,1059,3882,484,3631,591,5158,745,4860,634,1020,6378,680,5456,563,6285,873,8251,439,8401,786,6008
CLUG_00937,70,101,3,194,13,503,4,119,47,212,13,161,177,9,1403,13,1490,4,1254,6,182,72,321,9
CLUG_00934,269,1245,636,1672,329,961,189,1093,603,2378,570,1186,2031,496,1799,612,2767,415,1972,574,1824,707,2809,634
CLUG_00935,531,19244,770,21692,620,5097,571,6472,699,5797,845,5089,8416,692,14771,742,17923,589,8297,699,8296,670,14918,696
CLUG_00684,3071,286,2375,334,3621,318,2788,421,3046,234,2203,360,356,3334,277,3595,294,3707,435,3305,430,3812,507,2835
CLUG_00685,996,179,862,232,966,201,727,229,562,515,587,225,647,971,238,1040,242,1437,292,1531,207,1183,354,769
CLUG_00930,2041,241,3589,318,2376,219,1012,295,4005,618,4502,279,733,4533,288,4171,272,3198,259,5113,233,4668,312,4085
CLUG_02716,6707,3545,8865,4976,6906,1565,5093,1961,15096,3773,14507,2578,2967,14018,5467,13710,5561,7695,2685,9102,2501,10550,2352,10530
CLUG_00687,1126,613,1955,956,1019,1148,682,939,3068,4335,3932,1195,3582,2131,1253,2449,1130,1790,1506,2665,2141,2655,1572,1917
CLUG_03753,6960,6123,7256,5626,7258,2309,5325,2538,8183,2180,8138,2664,3208,9141,5271,9212,4938,7409,2905,9358,2239,10530,3378,7398
CLUG_03752,613,3682,716,4711,565,875,487,1027,857,1871,666,965,1853,918,8008,814,7936,854,1479,1005,2567,1162,2570,793
CLUG_03751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CLUG_03750,5884,11346,15270,13736,8174,4707,4278,6247,13689,5031,20460,8051,5777,13950,34003,17568,42330,9528,17723,9555,10733,11398,12308,12115
CLUG_03757,9339,24179,7949,32360,6285,16782,6336,18929,10056,16570,7647,21711,15634,9522,61704,10095,59706,10233,21782,10422,24783,11623,20954,9946
CLUG_03756,386,25640,908,28942,576,10658,689,12254,1125,8121,1356,11182,8167,687,30123,559,24117,798,8999,1222,13993,885,11321,984
CLUG_03755,15218,4275,15688,4170,12838,1481,7149,1782,17672,2636,20701,2301,3057,14459,3784,18097,3772,14846,2426,14268,2163,16901,3337,16874
CLUG_03754,8839,2751,7643,3262,8968,1260,6764,1530,12848,2166,10574,1330,2944,11958,3065,13997,3298,7949,1612,7083,1823,10342,3051,8638
CLUG_03759,3729,4024,5102,4953,3322,4328,1861,4784,6364,11735,6079,4134,14771,5183,9314,4646,9857,5579,5995,8628,9004,7732,15726,6480
CLUG_03758,599,1016,585,1304,521,871,396,817,1014,3402,794,862,3127,985,3176,917,3168,636,1012,722,2468,865,2109,820
CLUG_04909,10385,672,45062,1200,10854,659,17677,1188,39870,1797,27011,1502,2158,33776,1182,48481,971,18538,1559,60138,1286,34577,1780,33821
CLUG_04908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CLUG_04903,1693,2442,3071,4263,1783,1378,1214,1821,3333,992,2666,1848,936,3491,6641,3182,6117,2696,3316,3028,2717,3904,3145,3349
CLUG_04902,114,1038,145,1362,117,293,97,357,198,375,230,428,378,308,1623,285,1404,175,814,215,947,255,1116,166
CLUG_04901,1556,899,468,1419,747,1148,516,1331,477,640,230,1714,645,362,1166,467,1614,949,1689,1366,2360,3231,2457,697
CLUG_04900,56,1088,16,1470,38,1079,25,1262,17,1183,20,1253,927,9,1317,32,1438,29,1325,40,2141,152,1886,20
CLUG_04907,378,95,1018,141,470,113,330,165,966,116,848,136,213,790,143,768,175,643,202,1000,111,875,208,838
CLUG_04906,32549,62018,50199,63006,28267,6909,14861,9053,99816,2886,102707,18032,3843,94827,62805,87836,62251,41213,23478,36190,7357,44601,6297,67385
CLUG_04905,5416,824,7614,723,6022,426,2834,446,8517,407,9265,460,515,7889,475,7192,438,6607,378,8720,301,9274,539,7971
CLUG_04904,613,244,1484,107,494,109,272,139,2511,171,2561,144,212,1940,125,2002,118,914,144,1371,123,1212,184,2321
CLUG_05368,10404,8865,6107,16563,8906,2183,8383,3361,13898,1384,11951,3224,874,11558,3492,11525,4090,13370,4928,20814,6545,15193,6632,8616
CLUG_05369,88,39,98,49,159,62,111,83,67,18,107,31,59,127,8,145,12,107,19,183,41,247,66,79
CLUG_05360,210,12,203,24,169,24,147,42,367,14,345,30,27,386,16,343,22,226,32,260,12,243,29,237
CLUG_05361,67,412,172,114,122,205,132,346,3426,399,335,302,416,73,421,2452,434,101,111,104,199,130,243,72
CLUG_05362,1648,682,2971,942,1772,202,1164,315,4067,161,4257,346,229,3486,323,3325,354,2598,350,3348,322,3429,338,3034
CLUG_05363,899,1345,3392,2583,1289,382,921,527,6650,1669,9648,589,1210,4159,1783,4531,2276,1622,819,2358,682,2243,550,3449
CLUG_05364,3126,6636,2540,6292,3402,4684,2528,5988,2064,3564,1635,5244,5422,2393,6555,1941,6561,3832,5852,5408,5450,5706,7000,2626
CLUG_05365,493,2260,2262,2016,615,2331,361,2504,1550,3792,2140,1992,4396,1765,2125,1731,3253,1173,3006,1142,4852,1341,4883,1532
CLUG_05366,12349,4748,12834,4546,12267,3264,11256,3793,12133,3981,12125,3577,4080,14424,3347,14076,4013,14587,4326,16359,4145,16654,3921,11955
CLUG_05367,5684,288,4007,338,4614,387,3812,551,3823,435,3003,453,618,4311,258,5503,475,5198,588,5883,207,7662,616,3915
CLUG_03447,1475,126,1943,295,1257,121,1037,213,2361,243,2084,165,317,3053,104,2607,59,2135,199,3179,292,3038,359,2461
CLUG_03446,8513,3252,7401,4070,4847,1051,3610,1323,10754,584,7862,1802,864,11533,1291,10913,1095,8267,2405,11381,1553,14911,2053,9794
CLUG_03445,6272,382,4762,459,4356,432,2840,706,6140,500,5957,809,627,4689,283,5671,222,7715,1073,10229,503,10833,963,6462
CLUG_03444,38,142,13,151,12,134,10,138,6,146,12,160,209,10,92,13,109,30,391,43,113,50,212,6
CLUG_05250,6,0,2,0,1,1,4,1,2,3,1,3,7,11,0,9,3,1,0,2,0,2,0,2
CLUG_03335,562,714,523,1194,630,157,558,239,637,145,537,197,121,873,311,895,230,506,311,597,199,715,164,637
CLUG_03334,3613,4931,4348,6626,4395,1143,4179,1809,4605,584,3952,1421,901,6404,1540,5514,1623,4006,1715,4610,687,5115,1048,4453
CLUG_03337,964,545,1994,496,1403,280,934,357,1618,155,1885,347,122,1794,222,1787,326,1421,564,2051,361,2016,345,1474
CLUG_03440,13030,19985,29691,28269,15276,6642,9899,8517,39459,4897,45548,11917,3716,36553,24139,38868,29882,17790,20044,18755,13858,18780,11672,28700
CLUG_05478,54,54,87,35,70,165,49,178,127,391,135,195,547,71,164,114,174,69,215,68,262,75,290,110
CLUG_05479,0,3,14,6,0,9,0,9,0,36,0,11,16,6,10,9,14,0,10,0,11,0,15,3
CLUG_05252,11,0,21,0,8,5,4,13,21,6,11,3,14,8,0,8,2,21,0,22,3,25,0,12
CLUG_05474,314,1045,822,658,550,1622,226,1617,545,1861,845,923,2499,500,1069,511,1365,378,1286,622,2831,660,2147,456
CLUG_05475,2011,1302,2766,1077,1666,1523,1840,1627,2353,1363,1967,1047,2453,2528,1081,3101,1108,2768,1426,2835,1255,2565,1550,2338
CLUG_05476,0,21,8,5,0,266,0,106,0,72,0,18,95,0,33,4,31,2,26,2,41,0,38,2
CLUG_05253,6,1,1,1,3,2,2,3,8,0,3,2,4,4,5,2,1,2,6,2,0,2,2,4
CLUG_05477,201,67,872,44,534,144,262,200,571,234,732,119,247,477,47,502,64,325,149,616,111,535,164,535
CLUG_05470,1494,270,2011,343,1619,143,1005,190,2118,183,1702,141,319,2953,230,2806,220,1808,225,2546,153,2460,219,2033
CLUG_05471,4582,2375,6482,3034,5280,579,4029,684,7005,443,6860,1044,571,7597,3833,7447,3832,6269,1201,8012,804,8327,791,6534
CLUG_04019,1660,460,1485,649,1431,145,1141,210,2231,144,1578,231,193,1938,468,1738,411,1946,233,2460,256,2392,234,1952
CLUG_04018,5614,5072,6055,5685,5295,3111,4185,3999,7707,3219,7052,4214,2957,7688,5604,6647,6129,6906,5210,8726,5409,9409,3906,7357
CLUG_05472,2082,275,1810,339,1885,210,1746,281,1971,311,1743,274,222,1571,161,1625,111,2699,280,3611,211,3490,388,1901
CLUG_04011,28,127,45,109,70,88,31,95,62,223,44,45,240,153,439,164,487,53,99,87,160,100,196,75
CLUG_04010,1087,449,840,449,1812,125,1068,101,771,360,407,164,284,1053,587,752,549,663,143,869,260,1582,180,565
CLUG_04013,1306,97,1892,146,1190,164,783,234,2643,153,2102,192,100,2501,75,2315,138,1714,256,2817,269,2492,278,2211
CLUG_04012,583,68,953,50,655,117,443,182,587,84,676,135,130,721,69,704,90,883,218,1527,144,1238,200,680
CLUG_04015,2558,435,2862,605,2100,196,1454,230,3947,201,3480,258,177,3864,343,3429,285,3027,298,4520,275,4640,336,3652
CLUG_04014,3061,388,3602,753,2547,168,3182,230,4354,345,4005,254,322,4354,390,3747,467,4130,416,5983,344,5217,415,4691
CLUG_04017,1870,515,2331,428,2041,185,1309,214,3059,72,2890,229,87,2606,166,2297,139,2296,216,2738,182,2794,183,2552
CLUG_04016,3159,803,3408,747,3452,205,2135,354,4955,86,3748,332,144,4050,228,3437,194,3537,281,4411,375,4443,273,4287
CLUG_01621,536,4191,617,4431,502,6341,515,7831,787,4930,625,7373,6091,724,18045,666,16707,574,9930,872,10088,981,8584,748
CLUG_01620,91,1653,137,1531,61,1598,56,1353,77,472,194,2207,747,150,2420,113,2868,85,2737,71,1240,117,1266,94
CLUG_01623,5,259,6,283,2,1152,2,1340,0,1923,9,1259,2327,0,3680,6,3406,12,1800,10,1863,2,2144,4
CLUG_01622,471,10736,1645,13398,525,17097,442,20398,1522,15938,1492,20139,16470,1767,46769,1644,45727,1242,28412,1006,46188,1396,27935,1761
CLUG_01625,8911,947,8882,1372,8280,724,5764,959,11079,1100,9917,1072,1466,11938,1392,11200,1389,10805,1304,15894,1140,16213,1890,11506
CLUG_01624,1253,529,2080,661,1150,1784,849,1896,2042,3413,1705,1853,3451,3250,5693,2755,6269,1578,2419,1995,5105,2473,3714,2183
CLUG_01627,303,226,238,244,363,472,172,659,335,1721,222,559,2008,379,1057,357,1034,371,854,553,511,599,815,353
CLUG_01626,23067,42834,23443,55697,23771,32233,17466,39403,32156,33421,27114,40249,26459,29817,66237,26601,65865,28056,55843,34808,44443,33984,42438,29227
CLUG_01629,289,30,301,43,266,44,151,29,434,77,315,46,120,422,24,331,43,326,73,461,91,498,67,390
CLUG_01628,1137,324,1170,575,897,151,551,254,2113,727,1441,261,633,2322,765,1905,531,1627,354,2394,276,2342,370,2246
CLUG_01199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CLUG_01198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CLUG_05255,200,42,267,45,183,69,193,95,299,241,302,114,286,327,34,274,101,221,104,386,239,358,154,236
CLUG_00864,444,437,2330,1147,269,316,469,352,2089,1094,5409,371,1017,897,262,1236,394,756,649,1280,437,580,612,1732
CLUG_00865,221,150,328,149,177,297,142,170,136,706,112,181,856,299,180,254,170,309,247,665,332,720,418,277
CLUG_00866,4904,1599,7331,2501,4484,541,3840,704,8355,1022,7686,757,1145,8838,2099,8584,2177,6806,633,10332,915,10517,1521,9124
CLUG_00867,500,85,924,70,583,65,448,136,911,81,900,68,150,842,68,778,56,695,75,1180,51,1012,68,822
